T1,T2,RH,time
18.64,15.68,74.14,'2021/12/9 0:38:31
18.6,15.7,74.1,'2021/12/9 0:38:32
18.6,15.7,74.22,'2021/12/9 0:38:33
18.64,15.67,74.37,'2021/12/9 0:38:34
18.6,15.69,74.14,'2021/12/9 0:38:35
18.64,15.67,73.86,'2021/12/9 0:38:36
18.6,15.7,73.6,'2021/12/9 0:38:37
18.6,15.67,74.07,'2021/12/9 0:38:38
18.6,15.67,73.78,'2021/12/9 0:38:39
18.6,15.67,73.97,'2021/12/9 0:38:40
18.6,15.7,74.14,'2021/12/9 0:38:41
18.6,15.67,74.14,'2021/12/9 0:38:42
18.6,15.67,73.88,'2021/12/9 0:38:43
18.64,15.68,73.87,'2021/12/9 0:38:44
18.64,15.7,73.96,'2021/12/9 0:38:45
18.6,15.63,74.12,'2021/12/9 0:38:46
18.6,15.7,73.69,'2021/12/9 0:38:47
18.6,15.7,74.14,'2021/12/9 0:38:48
18.6,15.67,74.12,'2021/12/9 0:38:49
18.6,15.67,74.14,'2021/12/9 0:38:50
18.6,15.7,73.6,'2021/12/9 0:38:51
18.57,15.67,74.14,'2021/12/9 0:38:52
18.6,15.67,73.86,'2021/12/9 0:38:53
18.6,15.7,74.14,'2021/12/9 0:38:54
18.6,15.67,73.88,'2021/12/9 0:38:55
18.6,15.67,73.88,'2021/12/9 0:38:56
18.6,15.67,73.84,'2021/12/9 0:38:57
18.6,15.7,73.86,'2021/12/9 0:38:58
18.6,15.7,73.77,'2021/12/9 0:38:59
18.6,15.7,74,'2021/12/9 0:39:00
18.57,15.7,73.6,'2021/12/9 0:39:01
18.6,15.67,73.93,'2021/12/9 0:39:02
18.6,15.7,74.14,'2021/12/9 0:39:03
18.6,15.67,73.88,'2021/12/9 0:39:04
18.6,15.69,73.86,'2021/12/9 0:39:05
18.6,15.67,74.14,'2021/12/9 0:39:06
18.6,15.67,73.86,'2021/12/9 0:39:07
18.62,15.7,74.38,'2021/12/9 0:39:08
18.6,15.7,73.67,'2021/12/9 0:39:09
18.61,15.73,73.88,'2021/12/9 0:39:10
18.6,15.7,74.14,'2021/12/9 0:39:11
18.64,15.69,73.69,'2021/12/9 0:39:12
18.63,15.7,74.1,'2021/12/9 0:39:13
18.64,15.67,74.43,'2021/12/9 0:39:14
18.64,15.67,74.01,'2021/12/9 0:39:15
18.6,15.7,73.88,'2021/12/9 0:39:16
18.61,15.7,73.8,'2021/12/9 0:39:17
18.64,15.7,73.88,'2021/12/9 0:39:18
18.64,15.7,73.67,'2021/12/9 0:39:19
18.64,15.7,73.97,'2021/12/9 0:39:20
18.6,15.7,73.88,'2021/12/9 0:39:21
18.6,15.73,74.41,'2021/12/9 0:39:22
18.6,15.68,73.83,'2021/12/9 0:39:23
18.6,15.7,73.93,'2021/12/9 0:39:24
18.64,15.7,73.62,'2021/12/9 0:39:25
18.64,15.67,73.88,'2021/12/9 0:39:26
18.6,15.67,74.37,'2021/12/9 0:39:27
18.64,15.7,73.89,'2021/12/9 0:39:28
18.6,15.7,73.88,'2021/12/9 0:39:29
18.6,15.7,73.96,'2021/12/9 0:39:30
18.67,15.7,74.14,'2021/12/9 0:39:31
18.6,15.7,74.14,'2021/12/9 0:39:32
18.64,15.7,73.88,'2021/12/9 0:39:33
18.6,15.7,74.14,'2021/12/9 0:39:34
18.6,15.67,74.14,'2021/12/9 0:39:35
18.6,15.7,73.62,'2021/12/9 0:39:36
18.6,15.7,74.14,'2021/12/9 0:39:37
18.6,15.7,74.14,'2021/12/9 0:39:38
18.6,15.7,73.88,'2021/12/9 0:39:39
18.6,15.73,73.88,'2021/12/9 0:39:40
18.6,15.7,73.89,'2021/12/9 0:39:41
18.63,15.7,73.88,'2021/12/9 0:39:42
18.6,15.67,74.14,'2021/12/9 0:39:43
18.6,15.67,74.14,'2021/12/9 0:39:44
18.6,15.7,74.14,'2021/12/9 0:39:45
18.6,15.7,74.14,'2021/12/9 0:39:46
18.64,15.7,73.88,'2021/12/9 0:39:47
18.64,15.7,74.13,'2021/12/9 0:39:48
18.64,15.7,74.04,'2021/12/9 0:39:49
18.64,15.69,74.04,'2021/12/9 0:39:50
18.6,15.7,74.14,'2021/12/9 0:39:51
18.6,15.69,73.99,'2021/12/9 0:39:52
18.63,15.7,73.6,'2021/12/9 0:39:53
18.64,15.67,74.14,'2021/12/9 0:39:54
18.63,15.73,74.36,'2021/12/9 0:39:56
18.6,15.73,73.86,'2021/12/9 0:39:59
18.6,15.7,74.14,'2021/12/9 0:39:59
18.64,15.7,73.89,'2021/12/9 0:39:59
18.6,15.7,74.14,'2021/12/9 0:40:00
18.6,15.7,73.9,'2021/12/9 0:40:01
18.64,15.7,73.88,'2021/12/9 0:40:02
18.64,15.67,73.96,'2021/12/9 0:40:03
18.6,15.7,74.41,'2021/12/9 0:40:04
18.6,15.67,74.13,'2021/12/9 0:40:05
18.59,15.7,74.14,'2021/12/9 0:40:06
18.63,15.7,74.07,'2021/12/9 0:40:07
18.6,15.73,73.88,'2021/12/9 0:40:08
18.64,15.7,74.14,'2021/12/9 0:40:09
18.6,15.67,74.14,'2021/12/9 0:40:10
18.64,15.67,74.36,'2021/12/9 0:40:11
18.6,15.7,74.11,'2021/12/9 0:40:12
18.6,15.7,74.14,'2021/12/9 0:40:13
18.57,15.72,74.01,'2021/12/9 0:40:14
18.57,15.7,73.88,'2021/12/9 0:40:15
18.6,15.73,74.12,'2021/12/9 0:40:16
18.57,15.7,73.88,'2021/12/9 0:40:17
18.64,15.73,73.88,'2021/12/9 0:40:18
18.6,15.7,74.14,'2021/12/9 0:40:19
18.6,15.73,74.43,'2021/12/9 0:40:20
18.6,15.7,73.88,'2021/12/9 0:40:21
18.6,15.69,74.18,'2021/12/9 0:40:22
18.6,15.7,73.88,'2021/12/9 0:40:23
18.6,15.7,74.14,'2021/12/9 0:40:24
18.64,15.7,73.86,'2021/12/9 0:40:25
18.6,15.7,74.14,'2021/12/9 0:40:26
18.64,15.7,74.14,'2021/12/9 0:40:27
18.6,15.7,73.6,'2021/12/9 0:40:28
18.62,15.7,74.14,'2021/12/9 0:40:29
18.6,15.73,74.28,'2021/12/9 0:40:30
18.6,15.73,74.14,'2021/12/9 0:40:31
18.64,15.7,73.86,'2021/12/9 0:40:32
18.64,15.7,74.25,'2021/12/9 0:40:33
18.6,15.7,74.14,'2021/12/9 0:40:34
18.6,15.7,73.86,'2021/12/9 0:40:35
18.6,15.7,73.85,'2021/12/9 0:40:36
18.64,15.73,73.74,'2021/12/9 0:40:37
18.64,15.67,73.9,'2021/12/9 0:40:38
18.6,15.73,74.14,'2021/12/9 0:40:39
18.6,15.7,74.14,'2021/12/9 0:40:40
18.64,15.73,74.11,'2021/12/9 0:40:41
18.62,15.7,74.14,'2021/12/9 0:40:42
18.64,15.72,73.99,'2021/12/9 0:40:43
18.6,15.7,73.89,'2021/12/9 0:40:44
18.6,15.7,74.19,'2021/12/9 0:40:45
18.64,15.7,74.11,'2021/12/9 0:40:46
18.64,15.73,74.14,'2021/12/9 0:40:47
18.6,15.7,74.32,'2021/12/9 0:40:48
18.63,15.73,73.88,'2021/12/9 0:40:49
18.6,15.7,74.07,'2021/12/9 0:40:50
18.6,15.73,74.05,'2021/12/9 0:40:51
18.6,15.7,73.88,'2021/12/9 0:40:52
18.62,15.73,73.84,'2021/12/9 0:40:53
18.6,15.7,74.26,'2021/12/9 0:40:54
18.64,15.7,74.14,'2021/12/9 0:40:55
18.64,15.7,73.88,'2021/12/9 0:40:56
18.63,15.73,74.14,'2021/12/9 0:40:57
18.64,15.7,74.43,'2021/12/9 0:40:58
18.6,15.67,73.98,'2021/12/9 0:40:59
18.6,15.67,74.14,'2021/12/9 0:41:00
18.6,15.7,74.04,'2021/12/9 0:41:01
18.61,15.7,73.88,'2021/12/9 0:41:02
18.64,15.7,74.14,'2021/12/9 0:41:03
18.64,15.67,73.93,'2021/12/9 0:41:04
18.6,15.7,74.44,'2021/12/9 0:41:05
18.6,15.7,74.43,'2021/12/9 0:41:06
18.6,15.7,74.14,'2021/12/9 0:41:07
18.64,15.7,74.16,'2021/12/9 0:41:08
18.6,15.7,74.43,'2021/12/9 0:41:09
18.6,15.7,74.42,'2021/12/9 0:41:10
18.64,15.73,74.27,'2021/12/9 0:41:11
18.6,15.7,74.06,'2021/12/9 0:41:12
18.6,15.7,74.34,'2021/12/9 0:41:13
18.63,15.7,74.14,'2021/12/9 0:41:14
18.6,15.7,73.91,'2021/12/9 0:41:15
18.6,15.7,73.85,'2021/12/9 0:41:16
18.6,15.7,74.34,'2021/12/9 0:41:17
18.59,15.7,73.87,'2021/12/9 0:41:18
18.6,15.7,73.71,'2021/12/9 0:41:19
18.57,15.68,74.41,'2021/12/9 0:41:20
18.6,15.67,73.76,'2021/12/9 0:41:21
18.6,15.67,74.45,'2021/12/9 0:41:22
18.6,15.7,73.86,'2021/12/9 0:41:23
18.6,15.7,73.64,'2021/12/9 0:41:24
18.62,15.73,73.86,'2021/12/9 0:41:25
18.6,15.7,73.86,'2021/12/9 0:41:26
18.6,15.73,73.86,'2021/12/9 0:41:27
18.6,15.7,74.14,'2021/12/9 0:41:28
18.6,15.67,73.86,'2021/12/9 0:41:29
18.6,15.7,73.6,'2021/12/9 0:41:30
18.57,15.67,74.3,'2021/12/9 0:41:31
18.6,15.7,74.14,'2021/12/9 0:41:32
18.6,15.7,73.89,'2021/12/9 0:41:33
18.58,15.69,74.6,'2021/12/9 0:41:34
18.64,15.69,73.6,'2021/12/9 0:41:35
18.62,15.7,73.6,'2021/12/9 0:41:36
18.63,15.73,73.94,'2021/12/9 0:41:38
18.6,15.7,74.3,'2021/12/9 0:41:39
18.59,15.71,74.28,'2021/12/9 0:41:40
18.6,15.7,74.43,'2021/12/9 0:41:41
18.58,15.7,74.16,'2021/12/9 0:41:42
18.64,15.73,74.66,'2021/12/9 0:41:43
18.6,15.7,74.14,'2021/12/9 0:41:44
18.6,15.73,73.88,'2021/12/9 0:41:45
18.6,15.73,74.14,'2021/12/9 0:41:46
18.6,15.7,74.14,'2021/12/9 0:41:47
18.6,15.7,73.86,'2021/12/9 0:41:48
18.6,15.7,74.02,'2021/12/9 0:41:49
18.64,15.7,73.62,'2021/12/9 0:41:50
18.6,15.67,74.14,'2021/12/9 0:41:51
18.64,15.7,73.88,'2021/12/9 0:41:52
18.64,15.73,73.86,'2021/12/9 0:41:53
18.63,15.7,74.16,'2021/12/9 0:41:54
18.57,15.7,73.98,'2021/12/9 0:41:55
18.6,15.7,74.41,'2021/12/9 0:41:56
18.6,15.69,73.88,'2021/12/9 0:41:57
18.6,15.7,73.88,'2021/12/9 0:41:58
18.6,15.73,73.91,'2021/12/9 0:41:59
18.6,15.73,74.14,'2021/12/9 0:42:00
18.57,15.7,73.97,'2021/12/9 0:42:01
18.64,15.7,74.14,'2021/12/9 0:42:02
18.6,15.7,73.99,'2021/12/9 0:42:03
18.61,15.7,74.26,'2021/12/9 0:42:04
18.6,15.7,74.14,'2021/12/9 0:42:05
18.6,15.7,74.12,'2021/12/9 0:42:06
18.64,15.7,74.14,'2021/12/9 0:42:07
18.64,15.73,74.43,'2021/12/9 0:42:08
18.6,15.7,74.38,'2021/12/9 0:42:09
18.64,15.7,74.04,'2021/12/9 0:42:10
18.64,15.7,74.43,'2021/12/9 0:42:11
18.64,15.7,74.2,'2021/12/9 0:42:12
18.64,15.7,74.43,'2021/12/9 0:42:13
18.6,15.7,74.23,'2021/12/9 0:42:14
18.61,15.7,73.6,'2021/12/9 0:42:15
18.64,15.73,74.05,'2021/12/9 0:42:16
18.6,15.73,73.9,'2021/12/9 0:42:17
18.61,15.71,74.1,'2021/12/9 0:42:18
18.6,15.7,74.14,'2021/12/9 0:42:19
18.6,15.71,74.14,'2021/12/9 0:42:20
18.64,15.7,74.14,'2021/12/9 0:42:21
18.6,15.7,74.14,'2021/12/9 0:42:22
18.57,15.7,74.58,'2021/12/9 0:42:23
18.6,15.7,74.14,'2021/12/9 0:42:24
18.64,15.7,74.14,'2021/12/9 0:42:25
18.6,15.7,74.14,'2021/12/9 0:42:26
18.57,15.67,74.04,'2021/12/9 0:42:27
18.6,15.7,73.86,'2021/12/9 0:42:28
18.6,15.67,74.14,'2021/12/9 0:42:29
18.6,15.73,74.14,'2021/12/9 0:42:30
18.6,15.7,74.06,'2021/12/9 0:42:31
18.6,15.7,73.88,'2021/12/9 0:42:32
18.6,15.71,74.34,'2021/12/9 0:42:33
18.63,15.73,73.6,'2021/12/9 0:42:34
18.6,15.7,74.14,'2021/12/9 0:42:35
18.64,15.7,74.14,'2021/12/9 0:42:36
18.63,15.67,73.62,'2021/12/9 0:42:37
18.6,15.7,73.88,'2021/12/9 0:42:38
18.6,15.7,74.14,'2021/12/9 0:42:39
18.6,15.7,74.14,'2021/12/9 0:42:40
18.6,15.67,74.14,'2021/12/9 0:42:41
18.6,15.7,74.14,'2021/12/9 0:42:42
18.6,15.67,74.43,'2021/12/9 0:42:43
18.6,15.72,74.25,'2021/12/9 0:42:44
18.6,15.7,73.84,'2021/12/9 0:42:45
18.6,15.7,74.14,'2021/12/9 0:42:46
18.64,15.69,74.04,'2021/12/9 0:42:47
18.6,15.7,73.86,'2021/12/9 0:42:48
18.64,15.67,73.74,'2021/12/9 0:42:49
18.6,15.72,73.98,'2021/12/9 0:42:50
18.62,15.7,73.6,'2021/12/9 0:42:51
18.6,15.7,74.14,'2021/12/9 0:42:52
18.6,15.67,73.88,'2021/12/9 0:42:53
18.6,15.67,73.86,'2021/12/9 0:42:54
18.67,15.7,73.86,'2021/12/9 0:42:55
18.57,15.7,74.16,'2021/12/9 0:42:56
18.64,15.67,73.66,'2021/12/9 0:42:57
18.6,15.7,74.01,'2021/12/9 0:42:58
18.62,15.67,73.86,'2021/12/9 0:42:59
18.6,15.67,74.14,'2021/12/9 0:43:00
18.59,15.7,74.13,'2021/12/9 0:43:01
18.64,15.67,74.14,'2021/12/9 0:43:02
18.57,15.7,74.05,'2021/12/9 0:43:03
18.57,15.7,74.14,'2021/12/9 0:43:04
18.64,15.65,74.1,'2021/12/9 0:43:05
18.6,15.7,74.14,'2021/12/9 0:43:06
18.6,15.7,73.86,'2021/12/9 0:43:07
18.59,15.67,74.36,'2021/12/9 0:43:08
18.6,15.67,73.86,'2021/12/9 0:43:09
18.64,15.7,73.9,'2021/12/9 0:43:10
18.6,15.67,74.14,'2021/12/9 0:43:11
18.6,15.7,73.65,'2021/12/9 0:43:12
18.57,15.67,73.81,'2021/12/9 0:43:13
18.6,15.67,73.6,'2021/12/9 0:43:14
18.64,15.67,74.41,'2021/12/9 0:43:15
18.6,15.7,74.22,'2021/12/9 0:43:16
18.57,15.67,74.14,'2021/12/9 0:43:17
18.6,15.7,73.99,'2021/12/9 0:43:18
18.6,15.7,74.04,'2021/12/9 0:43:19
18.6,15.67,74.03,'2021/12/9 0:43:20
18.6,15.67,73.6,'2021/12/9 0:43:21
18.6,15.7,73.61,'2021/12/9 0:43:23
18.6,15.67,73.86,'2021/12/9 0:43:23
18.6,15.66,74.41,'2021/12/9 0:43:25
18.6,15.7,73.86,'2021/12/9 0:43:26
18.6,15.7,74.31,'2021/12/9 0:43:27
18.6,15.67,73.95,'2021/12/9 0:43:28
18.6,15.67,73.87,'2021/12/9 0:43:29
18.58,15.67,73.93,'2021/12/9 0:43:30
18.6,15.7,73.6,'2021/12/9 0:43:31
18.64,15.67,73.75,'2021/12/9 0:43:32
18.6,15.67,73.88,'2021/12/9 0:43:33
18.6,15.67,73.33,'2021/12/9 0:43:34
18.6,15.67,73.64,'2021/12/9 0:43:35
18.64,15.63,73.96,'2021/12/9 0:43:36
18.61,15.7,73.86,'2021/12/9 0:43:37
18.64,15.73,73.78,'2021/12/9 0:43:38
18.64,15.67,73.9,'2021/12/9 0:43:39
18.61,15.67,74.09,'2021/12/9 0:43:40
18.64,15.67,73.86,'2021/12/9 0:43:41
18.6,15.65,74.09,'2021/12/9 0:43:42
18.6,15.67,73.6,'2021/12/9 0:43:43
18.6,15.7,73.86,'2021/12/9 0:43:44
18.6,15.7,74.04,'2021/12/9 0:43:45
18.63,15.67,73.86,'2021/12/9 0:43:46
18.64,15.63,73.86,'2021/12/9 0:43:47
18.57,15.67,73.63,'2021/12/9 0:43:48
18.6,15.63,73.6,'2021/12/9 0:43:49
18.64,15.67,74.14,'2021/12/9 0:43:50
18.64,15.67,73.64,'2021/12/9 0:43:51
18.57,15.67,73.57,'2021/12/9 0:43:52
18.6,15.67,73.86,'2021/12/9 0:43:53
18.6,15.63,74.14,'2021/12/9 0:43:54
18.6,15.67,73.86,'2021/12/9 0:43:55
18.6,15.67,73.73,'2021/12/9 0:43:56
18.6,15.63,73.75,'2021/12/9 0:43:57
18.57,15.63,73.86,'2021/12/9 0:43:58
18.6,15.63,73.42,'2021/12/9 0:43:59
18.6,15.67,73.86,'2021/12/9 0:44:00
18.57,15.67,73.57,'2021/12/9 0:44:01
18.6,15.67,74.2,'2021/12/9 0:44:02
18.6,15.67,73.83,'2021/12/9 0:44:03
18.6,15.67,73.83,'2021/12/9 0:44:04
18.58,15.63,74.07,'2021/12/9 0:44:05
18.6,15.63,73.57,'2021/12/9 0:44:06
18.57,15.67,73.73,'2021/12/9 0:44:07
18.57,15.63,73.29,'2021/12/9 0:44:08
18.57,15.63,73.73,'2021/12/9 0:44:09
18.6,15.6,73.68,'2021/12/9 0:44:10
18.57,15.63,73.86,'2021/12/9 0:44:11
18.6,15.6,73.37,'2021/12/9 0:44:12
18.6,15.67,73.57,'2021/12/9 0:44:13
18.6,15.67,73.55,'2021/12/9 0:44:14
18.61,15.66,73.57,'2021/12/9 0:44:15
18.6,15.63,73.39,'2021/12/9 0:44:16
18.57,15.63,73.55,'2021/12/9 0:44:17
18.57,15.63,73.57,'2021/12/9 0:44:18
18.57,15.6,73.48,'2021/12/9 0:44:19
18.58,15.63,73.34,'2021/12/9 0:44:20
18.6,15.63,73.57,'2021/12/9 0:44:21
18.57,15.63,73.31,'2021/12/9 0:44:22
18.6,15.63,73.65,'2021/12/9 0:44:23
18.6,15.67,73.91,'2021/12/9 0:44:24
18.57,15.6,73.29,'2021/12/9 0:44:25
18.58,15.63,73.5,'2021/12/9 0:44:26
18.6,15.6,73.57,'2021/12/9 0:44:27
18.6,15.63,73.52,'2021/12/9 0:44:28
18.57,15.63,73.29,'2021/12/9 0:44:29
18.57,15.61,73.29,'2021/12/9 0:44:30
18.64,15.6,73.55,'2021/12/9 0:44:31
18.6,15.63,73.29,'2021/12/9 0:44:32
18.6,15.63,73.44,'2021/12/9 0:44:33
18.57,15.63,73.43,'2021/12/9 0:44:34
18.6,15.6,73,'2021/12/9 0:44:35
18.6,15.63,73.16,'2021/12/9 0:44:36
18.57,15.63,73.29,'2021/12/9 0:44:37
18.55,15.6,73.15,'2021/12/9 0:44:38
18.57,15.6,73.53,'2021/12/9 0:44:39
18.57,15.6,73.73,'2021/12/9 0:44:40
18.57,15.6,73.03,'2021/12/9 0:44:41
18.6,15.57,73.55,'2021/12/9 0:44:42
18.6,15.6,73.55,'2021/12/9 0:44:43
18.57,15.6,73.29,'2021/12/9 0:44:44
18.57,15.57,73.29,'2021/12/9 0:44:45
18.57,15.57,73.49,'2021/12/9 0:44:46
18.57,15.6,73.55,'2021/12/9 0:44:47
18.6,15.6,73.55,'2021/12/9 0:44:48
18.57,15.63,73.55,'2021/12/9 0:44:49
18.57,15.6,73.29,'2021/12/9 0:44:50
18.57,15.6,73.55,'2021/12/9 0:44:51
18.54,15.63,73.57,'2021/12/9 0:44:52
18.57,15.6,73.44,'2021/12/9 0:44:53
18.6,15.6,73.13,'2021/12/9 0:44:54
18.6,15.6,73.26,'2021/12/9 0:44:55
18.57,15.6,73.03,'2021/12/9 0:44:56
18.57,15.57,73.55,'2021/12/9 0:44:57
18.57,15.57,73.26,'2021/12/9 0:44:58
18.57,15.57,73.53,'2021/12/9 0:44:59
18.6,15.57,73.06,'2021/12/9 0:45:00
18.61,15.57,73.55,'2021/12/9 0:45:01
18.57,15.57,72.93,'2021/12/9 0:45:02
18.57,15.57,73.13,'2021/12/9 0:45:03
18.57,15.57,73.26,'2021/12/9 0:45:05
18.6,15.57,73.26,'2021/12/9 0:45:06
18.6,15.57,73.3,'2021/12/9 0:45:07
18.57,15.53,73.26,'2021/12/9 0:45:08
18.6,15.53,73.09,'2021/12/9 0:45:09
18.57,15.57,73.15,'2021/12/9 0:45:10
18.56,15.59,73.49,'2021/12/9 0:45:11
18.57,15.57,73.26,'2021/12/9 0:45:12
18.6,15.53,72.98,'2021/12/9 0:45:13
18.57,15.57,73.1,'2021/12/9 0:45:14
18.57,15.53,73.5,'2021/12/9 0:45:15
18.57,15.53,73.26,'2021/12/9 0:45:16
18.57,15.53,72.7,'2021/12/9 0:45:17
18.57,15.53,73.17,'2021/12/9 0:45:18
18.54,15.57,72.98,'2021/12/9 0:45:19
18.57,15.57,73.02,'2021/12/9 0:45:20
18.54,15.53,72.98,'2021/12/9 0:45:21
18.6,15.53,72.98,'2021/12/9 0:45:22
18.54,15.57,72.98,'2021/12/9 0:45:23
18.56,15.53,73.52,'2021/12/9 0:45:24
18.57,15.5,72.7,'2021/12/9 0:45:25
18.54,15.5,73.24,'2021/12/9 0:45:26
18.57,15.51,72.87,'2021/12/9 0:45:27
18.55,15.56,72.7,'2021/12/9 0:45:28
18.54,15.53,72.96,'2021/12/9 0:45:29
18.56,15.53,73.24,'2021/12/9 0:45:30
18.54,15.5,72.85,'2021/12/9 0:45:31
18.57,15.5,73.11,'2021/12/9 0:45:32
18.54,15.53,72.7,'2021/12/9 0:45:33
18.54,15.53,73.24,'2021/12/9 0:45:34
18.58,15.5,72.94,'2021/12/9 0:45:35
18.54,15.51,73.21,'2021/12/9 0:45:36
18.57,15.5,73.24,'2021/12/9 0:45:37
18.54,15.5,72.96,'2021/12/9 0:45:38
18.54,15.5,73.2,'2021/12/9 0:45:39
18.57,15.5,73.24,'2021/12/9 0:45:40
18.54,15.46,72.7,'2021/12/9 0:45:41
18.54,15.53,72.89,'2021/12/9 0:45:42
18.54,15.5,73.16,'2021/12/9 0:45:43
18.54,15.5,73.11,'2021/12/9 0:45:44
18.56,15.46,72.96,'2021/12/9 0:45:45
18.54,15.5,72.96,'2021/12/9 0:45:46
18.54,15.46,72.96,'2021/12/9 0:45:47
18.54,15.5,72.41,'2021/12/9 0:45:48
18.54,15.5,72.96,'2021/12/9 0:45:49
18.55,15.5,72.44,'2021/12/9 0:45:50
18.54,15.46,72.99,'2021/12/9 0:45:51
18.54,15.46,72.9,'2021/12/9 0:45:52
18.54,15.5,72.67,'2021/12/9 0:45:53
18.54,15.46,72.67,'2021/12/9 0:45:54
18.5,15.46,72.85,'2021/12/9 0:45:55
18.54,15.46,72.93,'2021/12/9 0:45:56
18.54,15.46,72.13,'2021/12/9 0:45:57
18.54,15.49,72.87,'2021/12/9 0:45:58
18.53,15.43,72.67,'2021/12/9 0:45:59
18.54,15.5,72.93,'2021/12/9 0:46:00
18.54,15.43,72.67,'2021/12/9 0:46:01
18.5,15.43,72.67,'2021/12/9 0:46:02
18.54,15.46,72.67,'2021/12/9 0:46:03
18.55,15.46,72.68,'2021/12/9 0:46:04
18.47,15.4,72.87,'2021/12/9 0:46:05
18.54,15.46,72.93,'2021/12/9 0:46:06
18.54,15.43,72.65,'2021/12/9 0:46:07
18.5,15.43,72.77,'2021/12/9 0:46:08
18.5,15.46,72.85,'2021/12/9 0:46:09
18.54,15.43,72.67,'2021/12/9 0:46:10
18.54,15.46,72.93,'2021/12/9 0:46:11
18.5,15.43,72.65,'2021/12/9 0:46:12
18.5,15.43,72.39,'2021/12/9 0:46:13
18.54,15.43,72.65,'2021/12/9 0:46:14
18.5,15.46,72.65,'2021/12/9 0:46:15
18.5,15.43,72.65,'2021/12/9 0:46:16
18.5,15.43,72.69,'2021/12/9 0:46:17
18.5,15.43,72.47,'2021/12/9 0:46:18
18.5,15.43,72.65,'2021/12/9 0:46:19
18.54,15.43,72.65,'2021/12/9 0:46:20
18.5,15.43,72.65,'2021/12/9 0:46:21
18.52,15.43,72.36,'2021/12/9 0:46:22
18.5,15.4,72.46,'2021/12/9 0:46:23
18.54,15.43,72.65,'2021/12/9 0:46:24
18.5,15.36,72.65,'2021/12/9 0:46:25
18.47,15.43,72.36,'2021/12/9 0:46:26
18.5,15.4,72.65,'2021/12/9 0:46:27
18.5,15.4,72.65,'2021/12/9 0:46:28
18.5,15.4,72.36,'2021/12/9 0:46:29
18.5,15.4,72.36,'2021/12/9 0:46:30
18.47,15.43,72.62,'2021/12/9 0:46:31
18.5,15.4,72.39,'2021/12/9 0:46:32
18.5,15.4,72.62,'2021/12/9 0:46:33
18.5,15.36,72.56,'2021/12/9 0:46:34
18.5,15.4,72.36,'2021/12/9 0:46:35
18.5,15.43,72.41,'2021/12/9 0:46:36
18.47,15.36,72.19,'2021/12/9 0:46:37
18.48,15.4,72.36,'2021/12/9 0:46:38
18.5,15.36,72.37,'2021/12/9 0:46:39
18.47,15.36,72.25,'2021/12/9 0:46:40
18.5,15.36,72.19,'2021/12/9 0:46:41
18.5,15.4,72.34,'2021/12/9 0:46:42
18.47,15.36,72.62,'2021/12/9 0:46:43
18.44,15.4,72.28,'2021/12/9 0:46:45
18.5,15.4,72.91,'2021/12/9 0:46:46
18.47,15.36,72.23,'2021/12/9 0:46:47
18.47,15.36,72.08,'2021/12/9 0:46:48
18.47,15.36,72.34,'2021/12/9 0:46:49
18.47,15.36,71.9,'2021/12/9 0:46:50
18.47,15.36,72.62,'2021/12/9 0:46:51
18.47,15.36,72.05,'2021/12/9 0:46:52
18.47,15.36,71.9,'2021/12/9 0:46:53
18.47,15.36,72.34,'2021/12/9 0:46:54
18.47,15.36,72.6,'2021/12/9 0:46:55
18.47,15.33,72.34,'2021/12/9 0:46:56
18.47,15.36,71.98,'2021/12/9 0:46:57
18.47,15.33,72.01,'2021/12/9 0:46:58
18.47,15.36,72.51,'2021/12/9 0:46:59
18.49,15.36,72.05,'2021/12/9 0:47:00
18.43,15.33,72.05,'2021/12/9 0:47:01
18.47,15.35,72.2,'2021/12/9 0:47:02
18.5,15.36,72.34,'2021/12/9 0:47:03
18.47,15.33,72.34,'2021/12/9 0:47:04
18.47,15.36,72.12,'2021/12/9 0:47:05
18.49,15.33,72.05,'2021/12/9 0:47:06
18.5,15.35,72.13,'2021/12/9 0:47:07
18.47,15.33,72.31,'2021/12/9 0:47:08
18.47,15.35,72.36,'2021/12/9 0:47:09
18.43,15.36,72.05,'2021/12/9 0:47:10
18.47,15.3,72.31,'2021/12/9 0:47:11
18.47,15.33,72.34,'2021/12/9 0:47:12
18.47,15.33,72.31,'2021/12/9 0:47:13
18.43,15.36,71.85,'2021/12/9 0:47:14
18.43,15.33,72.6,'2021/12/9 0:47:15
18.43,15.33,72.05,'2021/12/9 0:47:16
18.43,15.36,72.34,'2021/12/9 0:47:17
18.43,15.33,72.05,'2021/12/9 0:47:18
18.47,15.33,72.09,'2021/12/9 0:47:19
18.47,15.36,72.31,'2021/12/9 0:47:20
18.47,15.33,72.05,'2021/12/9 0:47:21
18.46,15.33,72.31,'2021/12/9 0:47:22
18.43,15.36,72.31,'2021/12/9 0:47:23
18.43,15.33,72.31,'2021/12/9 0:47:24
18.43,15.33,71.79,'2021/12/9 0:47:25
18.43,15.33,71.86,'2021/12/9 0:47:26
18.43,15.3,72.31,'2021/12/9 0:47:27
18.47,15.36,72.05,'2021/12/9 0:47:28
18.47,15.32,72.3,'2021/12/9 0:47:29
18.43,15.33,72.2,'2021/12/9 0:47:30
18.47,15.33,72.65,'2021/12/9 0:47:31
18.47,15.33,72.31,'2021/12/9 0:47:32
18.43,15.33,72.31,'2021/12/9 0:47:33
